agegroup,infectionstatus,hospital_type,Class,p_class
41 to 45 years,HAI,Specialist,Sulphonamides,0.0
41 to 45 years,HAI,Specialist,Tetracyclines,0.0
41 to 45 years,HBCI,Primary,Aminoglycosides,0.03896103896103897
41 to 45 years,HBCI,Primary,Amphenicols,0.0625
41 to 45 years,HBCI,Primary,Carbapenems,0.0625
41 to 45 years,HBCI,Primary,Cephalosporins,0.17532467532467533
41 to 45 years,HBCI,Primary,Glycopeptides,0.0625
41 to 45 years,HBCI,Primary,Lincosamides,0.0625
41 to 45 years,HBCI,Primary,Macrolides,0.03896103896103897
41 to 45 years,HBCI,Primary,Nitroimidazoles,0.15584415584415587
41 to 45 years,HBCI,Primary,Penicillins,0.262987012987013
41 to 45 years,HBCI,Primary,Quinolones,0.03896103896103897
41 to 45 years,HBCI,Primary,Sulphonamides,0.02922077922077922
41 to 45 years,HBCI,Primary,Tetracyclines,0.009740259740259742
41 to 45 years,HBCI,District,Aminoglycosides,0.04240282685512368
41 to 45 years,HBCI,District,Amphenicols,0.07692307692307693
41 to 45 years,HBCI,District,Carbapenems,0.0032617559119325905
41 to 45 years,HBCI,District,Cephalosporins,0.26094047295460726
41 to 45 years,HBCI,District,Glycopeptides,0.029355803207393314
41 to 45 years,HBCI,District,Lincosamides,0.006523511823865181
41 to 45 years,HBCI,District,Macrolides,0.05871160641478663
41 to 45 years,HBCI,District,Nitroimidazoles,0.21527589018755097
41 to 45 years,HBCI,District,Penicillins,0.21853764609948356
41 to 45 years,HBCI,District,Quinolones,0.013047023647730362
41 to 45 years,HBCI,District,Sulphonamides,0.04566458276705627
41 to 45 years,HBCI,District,Tetracyclines,0.029355803207393314
41 to 45 years,HBCI,Tertiary,Aminoglycosides,0.09611829944547134
41 to 45 years,HBCI,Tertiary,Amphenicols,0.0018484288354898336
41 to 45 years,HBCI,Tertiary,Carbapenems,0.022181146025878003
41 to 45 years,HBCI,Tertiary,Cephalosporins,0.2199630314232902
41 to 45 years,HBCI,Tertiary,Glycopeptides,0.027726432532347505
41 to 45 years,HBCI,Tertiary,Lincosamides,0.0036968576709796672
41 to 45 years,HBCI,Tertiary,Macrolides,0.009242144177449169
41 to 45 years,HBCI,Tertiary,Nitroimidazoles,0.20147874306839186
41 to 45 years,HBCI,Tertiary,Penicillins,0.3179297597042514
41 to 45 years,HBCI,Tertiary,Quinolones,0.014787430683918669
41 to 45 years,HBCI,Tertiary,Sulphonamides,0.059149722735674676
41 to 45 years,HBCI,Tertiary,Tetracyclines,0.025878003696857672
41 to 45 years,HBCI,Specialist,Aminoglycosides,0.026143790849673203
41 to 45 years,HBCI,Specialist,Amphenicols,0.05882352941176471
41 to 45 years,HBCI,Specialist,Carbapenems,0.06971677559912855
41 to 45 years,HBCI,Specialist,Cephalosporins,0.33986928104575165
41 to 45 years,HBCI,Specialist,Glycopeptides,0.06100217864923747
41 to 45 years,HBCI,Specialist,Lincosamides,0.05882352941176471
41 to 45 years,HBCI,Specialist,Macrolides,0.008714596949891068
41 to 45 years,HBCI,Specialist,Nitroimidazoles,0.10457516339869281
41 to 45 years,HBCI,Specialist,Penicillins,0.09586056644880175
41 to 45 years,HBCI,Specialist,Quinolones,0.05882352941176471
41 to 45 years,HBCI,Specialist,Sulphonamides,0.05882352941176471
41 to 45 years,HBCI,Specialist,Tetracyclines,0.05882352941176471
41 to 45 years,NIC,Primary,Aminoglycosides,0.05194805194805194
41 to 45 years,NIC,Primary,Amphenicols,0.0
41 to 45 years,NIC,Primary,Carbapenems,0.0
41 to 45 years,NIC,Primary,Cephalosporins,0.23376623376623373
41 to 45 years,NIC,Primary,Glycopeptides,0.0
41 to 45 years,NIC,Primary,Lincosamides,0.0
41 to 45 years,NIC,Primary,Macrolides,0.05194805194805196
41 to 45 years,NIC,Primary,Nitroimidazoles,0.20779220779220783
41 to 45 years,NIC,Primary,Penicillins,0.3506493506493506
41 to 45 years,NIC,Primary,Quinolones,0.05194805194805194
41 to 45 years,NIC,Primary,Sulphonamides,0.03896103896103895
41 to 45 years,NIC,Primary,Tetracyclines,0.012987012987012986
41 to 45 years,NIC,District,Aminoglycosides,0.045936395759717315
41 to 45 years,NIC,District,Amphenicols,0.0
41 to 45 years,NIC,District,Carbapenems,0.0035335689045936404
41 to 45 years,NIC,District,Cephalosporins,0.28268551236749107
41 to 45 years,NIC,District,Glycopeptides,0.03180212014134278
41 to 45 years,NIC,District,Lincosamides,0.007067137809187285
41 to 45 years,NIC,District,Macrolides,0.06360424028268555
41 to 45 years,NIC,District,Nitroimidazoles,0.23321554770318034
41 to 45 years,NIC,District,Penicillins,0.23674911660777379
41 to 45 years,NIC,District,Quinolones,0.014134275618374562
41 to 45 years,NIC,District,Sulphonamides,0.049469964664310966
41 to 45 years,NIC,District,Tetracyclines,0.031802120141342774
41 to 45 years,NIC,Tertiary,Aminoglycosides,0.09611829944547136
41 to 45 years,NIC,Tertiary,Amphenicols,0.001848428835489833
41 to 45 years,NIC,Tertiary,Carbapenems,0.022181146025878
41 to 45 years,NIC,Tertiary,Cephalosporins,0.21996303142329027
41 to 45 years,NIC,Tertiary,Glycopeptides,0.027726432532347516
41 to 45 years,NIC,Tertiary,Lincosamides,0.00369685767097967
41 to 45 years,NIC,Tertiary,Macrolides,0.009242144177449167
41 to 45 years,NIC,Tertiary,Nitroimidazoles,0.20147874306839195
41 to 45 years,NIC,Tertiary,Penicillins,0.3179297597042513
41 to 45 years,NIC,Tertiary,Quinolones,0.01478743068391867
41 to 45 years,NIC,Tertiary,Sulphonamides,0.05914972273567469
41 to 45 years,NIC,Tertiary,Tetracyclines,0.025878003696857676
41 to 45 years,NIC,Specialist,Aminoglycosides,0.03703703703703703
41 to 45 years,NIC,Specialist,Amphenicols,0.0
41 to 45 years,NIC,Specialist,Carbapenems,0.09876543209876545
41 to 45 years,NIC,Specialist,Cephalosporins,0.4814814814814815
41 to 45 years,NIC,Specialist,Glycopeptides,0.0864197530864198
41 to 45 years,NIC,Specialist,Lincosamides,0.0
41 to 45 years,NIC,Specialist,Macrolides,0.012345679012345682
41 to 45 years,NIC,Specialist,Nitroimidazoles,0.14814814814814814
41 to 45 years,NIC,Specialist,Penicillins,0.13580246913580243
41 to 45 years,NIC,Specialist,Quinolones,0.0
41 to 45 years,NIC,Specialist,Sulphonamides,0.0
41 to 45 years,NIC,Specialist,Tetracyclines,0.0
46 to 50 years,CAI,Primary,Aminoglycosides,0.05194805194805196
46 to 50 years,CAI,Primary,Amphenicols,0.0
46 to 50 years,CAI,Primary,Carbapenems,0.0
46 to 50 years,CAI,Primary,Cephalosporins,0.23376623376623373
46 to 50 years,CAI,Primary,Glycopeptides,0.0
46 to 50 years,CAI,Primary,Lincosamides,0.0
46 to 50 years,CAI,Primary,Macrolides,0.05194805194805196
46 to 50 years,CAI,Primary,Nitroimidazoles,0.2077922077922079
46 to 50 years,CAI,Primary,Penicillins,0.35064935064935054
46 to 50 years,CAI,Primary,Quinolones,0.05194805194805196
46 to 50 years,CAI,Primary,Sulphonamides,0.03896103896103896
46 to 50 years,CAI,Primary,Tetracyclines,0.01298701298701299
46 to 50 years,CAI,District,Aminoglycosides,0.045936395759717315
46 to 50 years,CAI,District,Amphenicols,0.0
46 to 50 years,CAI,District,Carbapenems,0.0035335689045936387
46 to 50 years,CAI,District,Cephalosporins,0.282685512367491
46 to 50 years,CAI,District,Glycopeptides,0.03180212014134277
46 to 50 years,CAI,District,Lincosamides,0.007067137809187284
46 to 50 years,CAI,District,Macrolides,0.06360424028268553
46 to 50 years,CAI,District,Nitroimidazoles,0.23321554770318034
46 to 50 years,CAI,District,Penicillins,0.23674911660777373
46 to 50 years,CAI,District,Quinolones,0.01413427561837456
46 to 50 years,CAI,District,Sulphonamides,0.04946996466431098
46 to 50 years,CAI,District,Tetracyclines,0.03180212014134277
46 to 50 years,CAI,Tertiary,Aminoglycosides,0.09611829944547137
46 to 50 years,CAI,Tertiary,Amphenicols,0.0018484288354898332
46 to 50 years,CAI,Tertiary,Carbapenems,0.022181146025877996
46 to 50 years,CAI,Tertiary,Cephalosporins,0.2199630314232902
46 to 50 years,CAI,Tertiary,Glycopeptides,0.027726432532347505
46 to 50 years,CAI,Tertiary,Lincosamides,0.0036968576709796703
46 to 50 years,CAI,Tertiary,Macrolides,0.009242144177449169
46 to 50 years,CAI,Tertiary,Nitroimidazoles,0.20147874306839197
46 to 50 years,CAI,Tertiary,Penicillins,0.31792975970425125
46 to 50 years,CAI,Tertiary,Quinolones,0.014787430683918672
46 to 50 years,CAI,Tertiary,Sulphonamides,0.05914972273567469
46 to 50 years,CAI,Tertiary,Tetracyclines,0.025878003696857672
46 to 50 years,CAI,Specialist,Aminoglycosides,0.03703703703703703
46 to 50 years,CAI,Specialist,Amphenicols,0.0
46 to 50 years,CAI,Specialist,Carbapenems,0.09876543209876544
46 to 50 years,CAI,Specialist,Cephalosporins,0.4814814814814815
46 to 50 years,CAI,Specialist,Glycopeptides,0.0864197530864198
46 to 50 years,CAI,Specialist,Lincosamides,0.0
46 to 50 years,CAI,Specialist,Macrolides,0.01234567901234568
46 to 50 years,CAI,Specialist,Nitroimidazoles,0.14814814814814817
46 to 50 years,CAI,Specialist,Penicillins,0.1358024691358024
46 to 50 years,CAI,Specialist,Quinolones,0.0
46 to 50 years,CAI,Specialist,Sulphonamides,0.0
46 to 50 years,CAI,Specialist,Tetracyclines,0.0
46 to 50 years,HAI,Primary,Aminoglycosides,0.05194805194805195
46 to 50 years,HAI,Primary,Amphenicols,0.0
46 to 50 years,HAI,Primary,Carbapenems,0.0
46 to 50 years,HAI,Primary,Cephalosporins,0.23376623376623376
46 to 50 years,HAI,Primary,Glycopeptides,0.0
46 to 50 years,HAI,Primary,Lincosamides,0.0
46 to 50 years,HAI,Primary,Macrolides,0.05194805194805195
46 to 50 years,HAI,Primary,Nitroimidazoles,0.20779220779220792
46 to 50 years,HAI,Primary,Penicillins,0.35064935064935054
46 to 50 years,HAI,Primary,Quinolones,0.05194805194805195
46 to 50 years,HAI,Primary,Sulphonamides,0.03896103896103896
46 to 50 years,HAI,Primary,Tetracyclines,0.012987012987012988
46 to 50 years,HAI,District,Aminoglycosides,0.04593639575971731
46 to 50 years,HAI,District,Amphenicols,0.0
46 to 50 years,HAI,District,Carbapenems,0.0035335689045936395
46 to 50 years,HAI,District,Cephalosporins,0.282685512367491
46 to 50 years,HAI,District,Glycopeptides,0.031802120141342774
46 to 50 years,HAI,District,Lincosamides,0.007067137809187284
46 to 50 years,HAI,District,Macrolides,0.06360424028268553
46 to 50 years,HAI,District,Nitroimidazoles,0.23321554770318037
46 to 50 years,HAI,District,Penicillins,0.23674911660777373
46 to 50 years,HAI,District,Quinolones,0.014134275618374558
46 to 50 years,HAI,District,Sulphonamides,0.049469964664310966
46 to 50 years,HAI,District,Tetracyclines,0.03180212014134277
46 to 50 years,HAI,Tertiary,Aminoglycosides,0.09611829944547134
46 to 50 years,HAI,Tertiary,Amphenicols,0.001848428835489833
46 to 50 years,HAI,Tertiary,Carbapenems,0.022181146025878
46 to 50 years,HAI,Tertiary,Cephalosporins,0.21996303142329024
46 to 50 years,HAI,Tertiary,Glycopeptides,0.02772643253234751
46 to 50 years,HAI,Tertiary,Lincosamides,0.00369685767097967
46 to 50 years,HAI,Tertiary,Macrolides,0.009242144177449167
46 to 50 years,HAI,Tertiary,Nitroimidazoles,0.20147874306839195
46 to 50 years,HAI,Tertiary,Penicillins,0.3179297597042513
46 to 50 years,HAI,Tertiary,Quinolones,0.01478743068391867
46 to 50 years,HAI,Tertiary,Sulphonamides,0.05914972273567469
46 to 50 years,HAI,Tertiary,Tetracyclines,0.025878003696857676
46 to 50 years,HAI,Specialist,Aminoglycosides,0.03703703703703703
46 to 50 years,HAI,Specialist,Amphenicols,0.0
46 to 50 years,HAI,Specialist,Carbapenems,0.09876543209876541
46 to 50 years,HAI,Specialist,Cephalosporins,0.4814814814814815
46 to 50 years,HAI,Specialist,Glycopeptides,0.08641975308641979
46 to 50 years,HAI,Specialist,Lincosamides,0.0
46 to 50 years,HAI,Specialist,Macrolides,0.01234567901234568
46 to 50 years,HAI,Specialist,Nitroimidazoles,0.14814814814814817
46 to 50 years,HAI,Specialist,Penicillins,0.13580246913580238
46 to 50 years,HAI,Specialist,Quinolones,0.0
46 to 50 years,HAI,Specialist,Sulphonamides,0.0
46 to 50 years,HAI,Specialist,Tetracyclines,0.0
46 to 50 years,HBCI,Primary,Aminoglycosides,0.03896103896103897
46 to 50 years,HBCI,Primary,Amphenicols,0.0625
46 to 50 years,HBCI,Primary,Carbapenems,0.0625
46 to 50 years,HBCI,Primary,Cephalosporins,0.17532467532467533
46 to 50 years,HBCI,Primary,Glycopeptides,0.0625
46 to 50 years,HBCI,Primary,Lincosamides,0.0625
46 to 50 years,HBCI,Primary,Macrolides,0.03896103896103897
46 to 50 years,HBCI,Primary,Nitroimidazoles,0.15584415584415587
46 to 50 years,HBCI,Primary,Penicillins,0.262987012987013
46 to 50 years,HBCI,Primary,Quinolones,0.03896103896103897
46 to 50 years,HBCI,Primary,Sulphonamides,0.02922077922077922
46 to 50 years,HBCI,Primary,Tetracyclines,0.009740259740259742
46 to 50 years,HBCI,District,Aminoglycosides,0.04240282685512368
46 to 50 years,HBCI,District,Amphenicols,0.07692307692307693
46 to 50 years,HBCI,District,Carbapenems,0.0032617559119325905
46 to 50 years,HBCI,District,Cephalosporins,0.26094047295460726
46 to 50 years,HBCI,District,Glycopeptides,0.029355803207393314
46 to 50 years,HBCI,District,Lincosamides,0.006523511823865181
46 to 50 years,HBCI,District,Macrolides,0.05871160641478663
46 to 50 years,HBCI,District,Nitroimidazoles,0.21527589018755097
46 to 50 years,HBCI,District,Penicillins,0.21853764609948356
46 to 50 years,HBCI,District,Quinolones,0.013047023647730362
46 to 50 years,HBCI,District,Sulphonamides,0.04566458276705627
46 to 50 years,HBCI,District,Tetracyclines,0.029355803207393314
46 to 50 years,HBCI,Tertiary,Aminoglycosides,0.09611829944547134
46 to 50 years,HBCI,Tertiary,Amphenicols,0.0018484288354898336
46 to 50 years,HBCI,Tertiary,Carbapenems,0.022181146025878003
46 to 50 years,HBCI,Tertiary,Cephalosporins,0.2199630314232902
46 to 50 years,HBCI,Tertiary,Glycopeptides,0.027726432532347505
46 to 50 years,HBCI,Tertiary,Lincosamides,0.0036968576709796672
46 to 50 years,HBCI,Tertiary,Macrolides,0.009242144177449169
46 to 50 years,HBCI,Tertiary,Nitroimidazoles,0.20147874306839186
46 to 50 years,HBCI,Tertiary,Penicillins,0.3179297597042514
46 to 50 years,HBCI,Tertiary,Quinolones,0.014787430683918669
46 to 50 years,HBCI,Tertiary,Sulphonamides,0.059149722735674676
46 to 50 years,HBCI,Tertiary,Tetracyclines,0.025878003696857672
46 to 50 years,HBCI,Specialist,Aminoglycosides,0.026143790849673203
46 to 50 years,HBCI,Specialist,Amphenicols,0.05882352941176471
46 to 50 years,HBCI,Specialist,Carbapenems,0.06971677559912855
46 to 50 years,HBCI,Specialist,Cephalosporins,0.33986928104575165
46 to 50 years,HBCI,Specialist,Glycopeptides,0.06100217864923747
46 to 50 years,HBCI,Specialist,Lincosamides,0.05882352941176471
46 to 50 years,HBCI,Specialist,Macrolides,0.008714596949891068
46 to 50 years,HBCI,Specialist,Nitroimidazoles,0.10457516339869281
46 to 50 years,HBCI,Specialist,Penicillins,0.09586056644880175
46 to 50 years,HBCI,Specialist,Quinolones,0.05882352941176471
46 to 50 years,HBCI,Specialist,Sulphonamides,0.05882352941176471
46 to 50 years,HBCI,Specialist,Tetracyclines,0.05882352941176471
46 to 50 years,NIC,Primary,Aminoglycosides,0.051948051948051965
46 to 50 years,NIC,Primary,Amphenicols,0.0
46 to 50 years,NIC,Primary,Carbapenems,0.0
46 to 50 years,NIC,Primary,Cephalosporins,0.23376623376623376
46 to 50 years,NIC,Primary,Glycopeptides,0.0
46 to 50 years,NIC,Primary,Lincosamides,0.0
46 to 50 years,NIC,Primary,Macrolides,0.05194805194805197
46 to 50 years,NIC,Primary,Nitroimidazoles,0.20779220779220792
46 to 50 years,NIC,Primary,Penicillins,0.3506493506493506
46 to 50 years,NIC,Primary,Quinolones,0.05194805194805194
46 to 50 years,NIC,Primary,Sulphonamides,0.03896103896103896
46 to 50 years,NIC,Primary,Tetracyclines,0.01298701298701299
46 to 50 years,NIC,District,Aminoglycosides,0.04593639575971733
46 to 50 years,NIC,District,Amphenicols,0.0
46 to 50 years,NIC,District,Carbapenems,0.003533568904593641
46 to 50 years,NIC,District,Cephalosporins,0.282685512367491
46 to 50 years,NIC,District,Glycopeptides,0.03180212014134278
46 to 50 years,NIC,District,Lincosamides,0.007067137809187287
46 to 50 years,NIC,District,Macrolides,0.06360424028268555
46 to 50 years,NIC,District,Nitroimidazoles,0.2332155477031804
46 to 50 years,NIC,District,Penicillins,0.23674911660777379
46 to 50 years,NIC,District,Quinolones,0.014134275618374563
46 to 50 years,NIC,District,Sulphonamides,0.04946996466431097
46 to 50 years,NIC,District,Tetracyclines,0.03180212014134277
46 to 50 years,NIC,Tertiary,Aminoglycosides,0.09611829944547136
46 to 50 years,NIC,Tertiary,Amphenicols,0.0018484288354898336
46 to 50 years,NIC,Tertiary,Carbapenems,0.022181146025877996
46 to 50 years,NIC,Tertiary,Cephalosporins,0.21996303142329024
46 to 50 years,NIC,Tertiary,Glycopeptides,0.027726432532347505
46 to 50 years,NIC,Tertiary,Lincosamides,0.0036968576709796707
46 to 50 years,NIC,Tertiary,Macrolides,0.009242144177449169
46 to 50 years,NIC,Tertiary,Nitroimidazoles,0.20147874306839197
46 to 50 years,NIC,Tertiary,Penicillins,0.31792975970425125
46 to 50 years,NIC,Tertiary,Quinolones,0.01478743068391867
46 to 50 years,NIC,Tertiary,Sulphonamides,0.05914972273567468
46 to 50 years,NIC,Tertiary,Tetracyclines,0.025878003696857676
46 to 50 years,NIC,Specialist,Aminoglycosides,0.037037037037037035
46 to 50 years,NIC,Specialist,Amphenicols,0.0
46 to 50 years,NIC,Specialist,Carbapenems,0.09876543209876544
46 to 50 years,NIC,Specialist,Cephalosporins,0.48148148148148145
46 to 50 years,NIC,Specialist,Glycopeptides,0.08641975308641979
46 to 50 years,NIC,Specialist,Lincosamides,0.0
46 to 50 years,NIC,Specialist,Macrolides,0.01234567901234568
46 to 50 years,NIC,Specialist,Nitroimidazoles,0.14814814814814817
46 to 50 years,NIC,Specialist,Penicillins,0.1358024691358024
46 to 50 years,NIC,Specialist,Quinolones,0.0
46 to 50 years,NIC,Specialist,Sulphonamides,0.0
46 to 50 years,NIC,Specialist,Tetracyclines,0.0
51 to 55 years,CAI,Primary,Aminoglycosides,0.051948051948051945
51 to 55 years,CAI,Primary,Amphenicols,0.0
51 to 55 years,CAI,Primary,Carbapenems,0.0
51 to 55 years,CAI,Primary,Cephalosporins,0.23376623376623373
51 to 55 years,CAI,Primary,Glycopeptides,0.0
51 to 55 years,CAI,Primary,Lincosamides,0.0
51 to 55 years,CAI,Primary,Macrolides,0.05194805194805196
51 to 55 years,CAI,Primary,Nitroimidazoles,0.2077922077922079
51 to 55 years,CAI,Primary,Penicillins,0.35064935064935054
51 to 55 years,CAI,Primary,Quinolones,0.05194805194805194
51 to 55 years,CAI,Primary,Sulphonamides,0.03896103896103895
51 to 55 years,CAI,Primary,Tetracyclines,0.012987012987012986
51 to 55 years,CAI,District,Aminoglycosides,0.045936395759717315
51 to 55 years,CAI,District,Amphenicols,0.0
51 to 55 years,CAI,District,Carbapenems,0.0035335689045936395
51 to 55 years,CAI,District,Cephalosporins,0.282685512367491
51 to 55 years,CAI,District,Glycopeptides,0.031802120141342774
51 to 55 years,CAI,District,Lincosamides,0.007067137809187285
51 to 55 years,CAI,District,Macrolides,0.06360424028268553
51 to 55 years,CAI,District,Nitroimidazoles,0.23321554770318034
51 to 55 years,CAI,District,Penicillins,0.23674911660777373
51 to 55 years,CAI,District,Quinolones,0.014134275618374565
51 to 55 years,CAI,District,Sulphonamides,0.04946996466431097
51 to 55 years,CAI,District,Tetracyclines,0.031802120141342774
51 to 55 years,CAI,Tertiary,Aminoglycosides,0.09611829944547136
51 to 55 years,CAI,Tertiary,Amphenicols,0.0018484288354898332
51 to 55 years,CAI,Tertiary,Carbapenems,0.022181146025878
51 to 55 years,CAI,Tertiary,Cephalosporins,0.21996303142329024
51 to 55 years,CAI,Tertiary,Glycopeptides,0.027726432532347505
51 to 55 years,CAI,Tertiary,Lincosamides,0.0036968576709796703
51 to 55 years,CAI,Tertiary,Macrolides,0.009242144177449167
51 to 55 years,CAI,Tertiary,Nitroimidazoles,0.20147874306839197
51 to 55 years,CAI,Tertiary,Penicillins,0.31792975970425125
51 to 55 years,CAI,Tertiary,Quinolones,0.014787430683918672
51 to 55 years,CAI,Tertiary,Sulphonamides,0.05914972273567469
51 to 55 years,CAI,Tertiary,Tetracyclines,0.025878003696857676
51 to 55 years,CAI,Specialist,Aminoglycosides,0.037037037037037035
51 to 55 years,CAI,Specialist,Amphenicols,0.0
51 to 55 years,CAI,Specialist,Carbapenems,0.09876543209876541
51 to 55 years,CAI,Specialist,Cephalosporins,0.4814814814814814
51 to 55 years,CAI,Specialist,Glycopeptides,0.08641975308641978
51 to 55 years,CAI,Specialist,Lincosamides,0.0
51 to 55 years,CAI,Specialist,Macrolides,0.012345679012345677
51 to 55 years,CAI,Specialist,Nitroimidazoles,0.14814814814814817
51 to 55 years,CAI,Specialist,Penicillins,0.1358024691358024
51 to 55 years,CAI,Specialist,Quinolones,0.0
51 to 55 years,CAI,Specialist,Sulphonamides,0.0
51 to 55 years,CAI,Specialist,Tetracyclines,0.0
51 to 55 years,HAI,Primary,Aminoglycosides,0.05194805194805194
51 to 55 years,HAI,Primary,Amphenicols,0.0
51 to 55 years,HAI,Primary,Carbapenems,0.0
51 to 55 years,HAI,Primary,Cephalosporins,0.23376623376623373
51 to 55 years,HAI,Primary,Glycopeptides,0.0
51 to 55 years,HAI,Primary,Lincosamides,0.0
51 to 55 years,HAI,Primary,Macrolides,0.05194805194805196
51 to 55 years,HAI,Primary,Nitroimidazoles,0.2077922077922079
51 to 55 years,HAI,Primary,Penicillins,0.35064935064935054
51 to 55 years,HAI,Primary,Quinolones,0.05194805194805194
51 to 55 years,HAI,Primary,Sulphonamides,0.03896103896103895
51 to 55 years,HAI,Primary,Tetracyclines,0.012987012987012984
51 to 55 years,HAI,District,Aminoglycosides,0.045936395759717315
51 to 55 years,HAI,District,Amphenicols,0.0
51 to 55 years,HAI,District,Carbapenems,0.0035335689045936395
51 to 55 years,HAI,District,Cephalosporins,0.282685512367491
51 to 55 years,HAI,District,Glycopeptides,0.031802120141342774
51 to 55 years,HAI,District,Lincosamides,0.007067137809187284
51 to 55 years,HAI,District,Macrolides,0.06360424028268553
51 to 55 years,HAI,District,Nitroimidazoles,0.23321554770318037
51 to 55 years,HAI,District,Penicillins,0.23674911660777373
51 to 55 years,HAI,District,Quinolones,0.014134275618374558
51 to 55 years,HAI,District,Sulphonamides,0.04946996466431097
51 to 55 years,HAI,District,Tetracyclines,0.03180212014134277
51 to 55 years,HAI,Tertiary,Aminoglycosides,0.09611829944547134
51 to 55 years,HAI,Tertiary,Amphenicols,0.001848428835489833
51 to 55 years,HAI,Tertiary,Carbapenems,0.022181146025878
51 to 55 years,HAI,Tertiary,Cephalosporins,0.21996303142329027
51 to 55 years,HAI,Tertiary,Glycopeptides,0.02772643253234751
51 to 55 years,HAI,Tertiary,Lincosamides,0.00369685767097967
51 to 55 years,HAI,Tertiary,Macrolides,0.009242144177449169
51 to 55 years,HAI,Tertiary,Nitroimidazoles,0.20147874306839197
51 to 55 years,HAI,Tertiary,Penicillins,0.3179297597042513
51 to 55 years,HAI,Tertiary,Quinolones,0.01478743068391867
51 to 55 years,HAI,Tertiary,Sulphonamides,0.05914972273567468
51 to 55 years,HAI,Tertiary,Tetracyclines,0.025878003696857676
51 to 55 years,HAI,Specialist,Aminoglycosides,0.03703703703703703
51 to 55 years,HAI,Specialist,Amphenicols,0.0
51 to 55 years,HAI,Specialist,Carbapenems,0.09876543209876544
51 to 55 years,HAI,Specialist,Cephalosporins,0.4814814814814815
51 to 55 years,HAI,Specialist,Glycopeptides,0.08641975308641979
51 to 55 years,HAI,Specialist,Lincosamides,0.0
51 to 55 years,HAI,Specialist,Macrolides,0.012345679012345682
51 to 55 years,HAI,Specialist,Nitroimidazoles,0.14814814814814822
51 to 55 years,HAI,Specialist,Penicillins,0.13580246913580243
51 to 55 years,HAI,Specialist,Quinolones,0.0
51 to 55 years,HAI,Specialist,Sulphonamides,0.0
51 to 55 years,HAI,Specialist,Tetracyclines,0.0
51 to 55 years,HBCI,Primary,Aminoglycosides,0.03896103896103897
51 to 55 years,HBCI,Primary,Amphenicols,0.0625
51 to 55 years,HBCI,Primary,Carbapenems,0.0625
51 to 55 years,HBCI,Primary,Cephalosporins,0.17532467532467533
51 to 55 years,HBCI,Primary,Glycopeptides,0.0625
51 to 55 years,HBCI,Primary,Lincosamides,0.0625
51 to 55 years,HBCI,Primary,Macrolides,0.03896103896103897
51 to 55 years,HBCI,Primary,Nitroimidazoles,0.15584415584415587
51 to 55 years,HBCI,Primary,Penicillins,0.262987012987013
51 to 55 years,HBCI,Primary,Quinolones,0.03896103896103897
51 to 55 years,HBCI,Primary,Sulphonamides,0.02922077922077922
51 to 55 years,HBCI,Primary,Tetracyclines,0.009740259740259742
51 to 55 years,HBCI,District,Aminoglycosides,0.04240282685512368
51 to 55 years,HBCI,District,Amphenicols,0.07692307692307693
51 to 55 years,HBCI,District,Carbapenems,0.0032617559119325905
51 to 55 years,HBCI,District,Cephalosporins,0.26094047295460726
51 to 55 years,HBCI,District,Glycopeptides,0.029355803207393314
51 to 55 years,HBCI,District,Lincosamides,0.006523511823865181
51 to 55 years,HBCI,District,Macrolides,0.05871160641478663
51 to 55 years,HBCI,District,Nitroimidazoles,0.21527589018755097
51 to 55 years,HBCI,District,Penicillins,0.21853764609948356
51 to 55 years,HBCI,District,Quinolones,0.013047023647730362
51 to 55 years,HBCI,District,Sulphonamides,0.04566458276705627
51 to 55 years,HBCI,District,Tetracyclines,0.029355803207393314
51 to 55 years,HBCI,Tertiary,Aminoglycosides,0.09611829944547134
51 to 55 years,HBCI,Tertiary,Amphenicols,0.0018484288354898336
51 to 55 years,HBCI,Tertiary,Carbapenems,0.022181146025878003
51 to 55 years,HBCI,Tertiary,Cephalosporins,0.2199630314232902
51 to 55 years,HBCI,Tertiary,Glycopeptides,0.027726432532347505
51 to 55 years,HBCI,Tertiary,Lincosamides,0.0036968576709796672
51 to 55 years,HBCI,Tertiary,Macrolides,0.009242144177449169
51 to 55 years,HBCI,Tertiary,Nitroimidazoles,0.20147874306839186
51 to 55 years,HBCI,Tertiary,Penicillins,0.3179297597042514
51 to 55 years,HBCI,Tertiary,Quinolones,0.014787430683918669
51 to 55 years,HBCI,Tertiary,Sulphonamides,0.059149722735674676
51 to 55 years,HBCI,Tertiary,Tetracyclines,0.025878003696857672
51 to 55 years,HBCI,Specialist,Aminoglycosides,0.026143790849673203
51 to 55 years,HBCI,Specialist,Amphenicols,0.05882352941176471
51 to 55 years,HBCI,Specialist,Carbapenems,0.06971677559912855
51 to 55 years,HBCI,Specialist,Cephalosporins,0.33986928104575165
51 to 55 years,HBCI,Specialist,Glycopeptides,0.06100217864923747
51 to 55 years,HBCI,Specialist,Lincosamides,0.05882352941176471
51 to 55 years,HBCI,Specialist,Macrolides,0.008714596949891068
51 to 55 years,HBCI,Specialist,Nitroimidazoles,0.10457516339869281
51 to 55 years,HBCI,Specialist,Penicillins,0.09586056644880175
51 to 55 years,HBCI,Specialist,Quinolones,0.05882352941176471
51 to 55 years,HBCI,Specialist,Sulphonamides,0.05882352941176471
