Census District,City/Town/Village,Total Population,Year,latitude,longitude,lat_decimals,lon_decimals,needs_reassign,good_coords,pop_clean
Barolong,Sekolopelo,20,2022,-25.56108328906777,25.47466528801302,1,1,True,False,20
Barolong,Tsubue,16,2022,-25.48801043731794,24.463704669228427,1,1,True,False,16
Barolong,Gamagangwa,17,2022,-25.320393763875536,24.623207657148168,1,1,True,False,17
Barolong,Gatampa 2,26,2022,-25.55379091809206,24.447755050822007,1,1,True,False,26
Barolong,Galonakana 2,29,2022,-25.619966101105586,24.396736769269715,1,1,True,False,29
Barolong,Motsentshe Lands,365,2022,-25.5359151468512,24.270484184826127,1,1,True,False,365
Barolong,Machana lands,80,2022,-25.531314799104976,24.316315518546208,1,1,True,False,80
Barolong,Mmapulane,44,2022,-25.392540728996806,24.47589572598961,1,1,True,False,44
Barolong,Kgajane,9,2022,-25.43205832486592,24.31362099766479,1,1,True,False,9
Barolong,Mekwele,53,2022,-25.346581320060352,25.033277073903793,1,1,True,False,53
Barolong,Thipe,19,2022,-25.391637594470232,25.15314445048775,1,1,True,False,19
Barolong,Mmathethe Cattle Post,12,2022,-25.488817403054643,24.768956203442265,1,1,True,False,12
Barolong,Mateane Cattle Post,3,2022,-25.335232097608227,24.6677323595584,1,1,True,False,3
Barolong,Kwau,2,2022,-25.579022112047618,24.91736170501134,1,1,True,False,2
Barolong,Lokabi Cattle Post,31,2022,-25.633375704069138,25.413152238910868,1,1,True,False,31
Barolong,Selepane,5,2022,-25.60800539735198,25.38120394167343,1,1,True,False,5
Barolong,Serogwe,52,2022,-25.369767500397725,24.300363197413187,1,1,True,False,52
Barolong,Dithotana,49,2022,-25.467910130326494,24.48507197615368,1,1,True,False,49
Barolong,Dintsana,37,2022,-25.581170147998176,24.55900516654136,1,1,True,False,37
Barolong,Ramatlawela,16,2022,-25.45315285694998,24.575924177644428,1,1,True,False,16
Barolong,Galuke/Marapoanche,9,2022,-25.584545912124455,25.006631097566203,1,1,True,False,9
Barolong,Morwatubana,66,2022,-25.37957828332084,24.79924327736032,1,1,True,False,66
Barolong,Loherwana,72,2022,-25.473833361583146,24.308096981214263,1,1,True,False,72
Barolong,Mahubakgama,11,2022,-25.498374489579952,24.74216950549455,1,1,True,False,11
Barolong,Phakane,14,2022,-25.52833138563549,24.943091717350736,1,1,True,False,14
Barolong,Galepulane,17,2022,-25.40445953654282,24.378244712357578,1,1,True,False,17
Barolong,Mokgomane Lands,12,2022,-25.50561177728397,25.357553075397664,1,1,True,False,12
Barolong,Gatintana,59,2022,-25.608908876949517,24.31172060406386,1,1,True,False,59
Barolong,Kabe,123,2022,-25.597471562240347,25.47984615732034,1,1,True,False,123
Barolong,Letlapana,19,2022,-25.279515931234688,24.37482046792728,1,1,True,False,19
Barolong,Moretlhwane,36,2022,-25.299604327420024,25.37109127395103,1,1,True,False,36
Barolong,Leitlho la Tau,22,2022,-25.378302244072724,25.450152251289126,1,1,True,False,22
Barolong,Majwaneng,78,2022,-25.541760377011013,25.553086606300244,1,1,True,False,78
Barolong,Dikgatlhong,8,2022,-25.276773508777566,25.315488520094974,1,1,True,False,8
Barolong,Makhujang,5,2022,-25.348520685660098,25.285313362594444,1,1,True,False,5
Barolong,Phiring,3,2022,-25.37182813276,25.10198174671811,1,1,True,False,3
Barolong,Thuologwane,7,2022,-25.47262571875278,25.2846694185397,1,1,True,False,7
Barolong,Mogobe wa Dikgama,2,2022,-25.539359730018916,24.422246551043436,1,1,True,False,2
Barolong,Kgogwane,8,2022,-25.605615488016543,24.959572296630675,1,1,True,False,8
Barolong,Bogamelakgomo,6,2022,-25.30185678724699,24.93033815647223,1,1,True,False,6
Barolong,Musi Lands,39,2022,-25.470208799950523,25.389822918867004,1,1,True,False,39
Barolong,Tlapaneng,4,2022,-25.565687947956008,24.861521011409963,1,1,True,False,4
Barolong,Lokgalo,58,2022,-25.526656804848887,24.757526322529827,1,1,True,False,58
Barolong,Matshwiisa,4,2022,-25.423698705351057,25.098074070790165,1,1,True,False,4
Barolong,Tswaaneng Cattle Post,10,2022,-25.57532978825364,24.598775669402286,1,1,True,False,10
Barolong,Tswaaneng/Maruapula,84,2022,-25.319183866339664,24.429227097580256,1,1,True,False,84
Barolong,Gamajalela Lands,21,2022,-25.3561433211854,24.88169891682136,1,1,True,False,21
Barolong,Mabate,4,2022,-25.3708587836975,24.800082279296525,1,1,True,False,4
Barolong,Dikhukhung Lands,12,2022,-25.479132009124818,24.55341809492318,1,1,True,False,12
Barolong,Boepakwele,4,2022,-25.40557996616202,24.7340031073039,1,1,True,False,4
Barolong,Leporung lands,2,2022,-25.421860655958845,24.732505131232827,1,1,True,False,2
Barolong,Ngwabii,8,2022,-25.397088346392387,24.680451646606137,1,1,True,False,8
Barolong,Tsogwane,12,2022,-25.610116659791164,24.749998148446004,1,1,True,False,12
Barolong,Makhujwaneng,7,2022,-25.485267997661975,25.159874231853,1,1,True,False,7
Barolong,Sekwerenyane Cattle Post,5,2022,-25.626253902871536,24.6394758639597,1,1,True,False,5
Barolong,Sekwerenyane,7,2022,-25.455810597060786,25.511985478421316,1,1,True,False,7
Barolong,Marojane,11,2022,-25.51765020144574,25.46847932271083,1,1,True,False,11
Barolong,Mmakgori Lands,36,2022,-25.587480187788376,24.885758014299583,1,1,True,False,36
Barolong,Motlopi Syndicate,2,2022,-25.602973553642272,24.68161008406909,1,1,True,False,2
Barolong,Ponpong,8,2022,-25.42052439160689,24.958724859446473,1,1,True,False,8
Barolong,Gamelongwana,6,2022,-25.577658175465455,25.37776313417788,1,1,True,False,6
Barolong,Gamodisenyane,1,2022,-25.29337271763882,25.115503440393173,1,1,True,False,1
Barolong,Botsilwane,10,2022,-25.423004851211665,25.31865473300738,1,1,True,False,10
Barolong,Sehatlhane,2,2022,-25.511241823135997,24.955094856889044,1,1,True,False,2
Barolong,Mmalekalaka,3,2022,-25.419291997528074,25.08918058694399,1,1,True,False,3
Barolong,Kgaolo Mahudiso,2,2022,-25.633341117100528,24.62780523359038,1,1,True,False,2
Barolong,Dinareng / Setimeleng,26,2022,-25.280773769549384,25.22564863020961,1,1,True,False,26
Barolong,Shadi,10,2022,-25.460214087152714,24.51304952991834,1,1,True,False,10
Barolong,Marapalalo,1,2022,-25.34701950022323,25.171991732304452,1,1,True,False,1
Barolong,Kgalola,20,2022,-25.610762569739226,25.39403426815365,1,1,True,False,20
Barolong,Marojana,5,2022,-25.458573280715115,24.41896869729893,1,1,True,False,5
Barolong,Magageng,4,2022,-25.457047853616064,25.06437238712204,1,1,True,False,4
Barolong,Sekgwa sa Maburu,13,2022,-25.28858531307971,24.369444219398474,1,1,True,False,13
Barolong,Metlobo Lands,19,2022,-25.426521306522112,25.21336685952484,1,1,True,False,19
Barolong,Ntsolwane,39,2022,-25.46353497789557,24.355255458638045,1,1,True,False,39
Barolong,Bodumatau,3,2022,-25.54134377848988,25.494697916150354,1,1,True,False,3
Barolong,Swaolophuthi,72,2022,-25.517006754164257,24.42606820051758,1,1,True,False,72
Barolong,Marapoanamane,13,2022,-25.44575769690359,25.525397776926106,1,1,True,False,13
Barolong,Tshelwane,32,2022,-25.476563012366487,25.313960642456646,1,1,True,False,32
Barolong,Morenane,21,2022,-25.63379015182725,25.036673786703066,1,1,True,False,21
Barolong,Pudusetsa,38,2022,-25.330608512845522,25.289524229651757,1,1,True,False,38
Barolong,Mosepetse,4,2022,-25.304283817511617,25.30623986746524,1,1,True,False,4
Barolong,Metsimonate,3,2022,-25.58909092999073,25.508197094625853,1,1,True,False,3
Barolong,Tswasi,1,2022,-25.433187140090364,24.581271499591814,1,1,True,False,1
Barolong,Mosikemolelo,9,2022,-25.601024592285178,25.03184793643199,1,1,True,False,9
Barolong,Dikopanye,22,2022,-25.388651083425113,24.369381923296178,1,1,True,False,22
Barolong,Gamabua,4,2022,-25.53597170356163,25.06676243489738,1,1,True,False,4
Barolong,Mothoke,17,2022,-25.39348035565923,24.471412388663047,1,1,True,False,17
Barolong,Radibuana,48,2022,-25.36802105819129,24.998224201148716,1,1,True,False,48
Barolong,Tshutlhe,23,2022,-25.35232737852771,25.0082341283922,1,1,True,False,23
Barolong,Kangwe Lands,42,2022,-25.60133912056936,24.865784369081055,1,1,True,False,42
Barolong,Ralegodu,78,2022,-25.29680446907197,24.941591315158007,1,1,True,False,78
Barolong,Kanngwe Cattle Post,3,2022,-25.555194584008564,25.264498129212587,1,1,True,False,3
Barolong,Longaneng/ Dithotana,10,2022,-25.627836958971834,25.311766647159256,1,1,True,False,10
Barolong,Sekhutlane Lands,26,2022,-25.432879570549964,24.90080359567131,1,1,True,False,26
Barolong,Kobosi / Maswaswe,18,2022,-25.5021794983423,25.044584725963546,1,1,True,False,18
Barolong,Sekhutlane Cattlepost,13,2022,-25.329290629110773,25.48840337375863,1,1,True,False,13
Barolong,Dipineng,63,2022,-25.337405668115917,24.40241563667651,1,1,True,False,63
Barolong,Matheankwe,5,2022,-25.522443627934507,24.39889602734086,1,1,True,False,5
Barolong,Sekhutlane Cattle Post 2,10,2022,-25.28290623622139,24.3595589712265,1,1,True,False,10
Barolong,Letlhabula,12,2022,-25.532323013370434,25.12256393616249,1,1,True,False,12
Barolong,Localities with No Affiliation,242,2022,-25.44787338024798,24.80238262827462,1,1,True,False,242
Barolong,Dikgatlhong Research Station,7,2022,-25.545492264931575,25.278413214901907,1,1,True,False,7
Barolong,Ntlhantlhe Ranhces,14,2022,-25.289257055981942,25.140453740240332,1,1,True,False,14
Barolong,Morapedi Ranch,4,2022,-25.57991321874617,24.688671394618456,1,1,True,False,4
Barolong,Musi Ranch No 1,10,2022,-25.625011891199694,25.444415743440743,1,1,True,False,10
Barolong,Sedibeng Ranch,4,2022,-25.478000175411477,25.262636308092272,1,1,True,False,4
Barolong,Farm 7 - JO (BVI Ranch),17,2022,-25.26803268160399,24.604224490928456,1,1,True,False,17
Barolong,Goodhope Ranch,5,2022,-25.30597308136134,24.729560418439327,1,1,True,False,5
Barolong,Goosen Farm,14,2022,-25.359877710685147,24.662980102428495,1,1,True,False,14
Barolong,Molefi Ranch,5,2022,-25.306306440834227,24.453105685490865,1,1,True,False,5
Barolong,Dodi Farm 3,2,2022,-25.30530642922112,24.43995306382098,1,1,True,False,2
Barolong,Farm 5 - JO (Mosesedi Cluster),4,2022,-25.446441178982116,25.494949024970346,1,1,True,False,4
Barolong,Dibeela Group Farm,8,2022,-25.52289946335456,24.828205012452973,1,1,True,False,8
Barolong,Farm 4 - JO (P D K2),20,2022,-25.351059559916248,24.755158069593108,1,1,True,False,20
Barolong,JN 17,37,2022,-25.392636900892494,25.21867979183754,1,1,True,False,37
Barolong,Farm 2 - JO,10,2022,-25.501148856519066,24.982222098623236,1,1,True,False,10
Barolong,Musi Ranch 8,6,2022,-25.60634051007446,25.494965784406663,1,1,True,False,6
Barolong,Farm 1 - JO,4,2022,-25.360562837763194,25.286416012113786,1,1,True,False,4
Barolong,Farm 10 - JO (Sedibeng Corridor Cluster),6,2022,-25.543044964034195,24.88369596360272,1,1,True,False,6
Barolong,Farm 6 - J0 (Mosesedi Cluster),27,2022,-25.28896709883394,24.745843430869403,1,1,True,False,27
Barolong,Musi Ranch 9,22,2022,-25.551141793543383,25.56253575857416,1,1,True,False,22
Barolong,Itekeng Ranches,10,2022,-25.595681125531527,25.202720611510223,1,1,True,False,10
Barolong,Moshupa Ranches,6,2022,-25.328792185185485,25.51511259538752,1,1,True,False,6
Ngwaketse West,Gasekhukhu,31,2022,-24.826995711470257,25.213365346006373,1,1,True,False,31
Ngwaketse West,Basalagadi,10,2022,-24.787173373034154,25.500526687399425,1,1,True,False,10
Ngwaketse West,Khawa,2,2022,-24.873318261806112,25.067934288069715,1,1,True,False,2
Ngwaketse West,Kabana,12,2022,-24.833662382837385,25.350173771585677,1,1,True,False,12
Ngwaketse West,Palamaokuwe,4,2022,-24.96323997648222,25.49594957150791,1,1,True,False,4
Ngwaketse West,Marapalalo,4,2022,-24.8331300024645,25.087206584758196,1,1,True,False,4
Ngwaketse West,Lokatsane,17,2022,-24.920636510284297,25.622134003325513,1,1,True,False,17
Ngwaketse West,Motlopi,15,2022,-24.917160225388923,25.284963264139776,1,1,True,False,15
Ngwaketse West,Sekgwannabatho,7,2022,-24.963901768280856,25.16175913850391,1,1,True,False,7
Ngwaketse West,Ghia,8,2022,-24.702845077573446,25.199612780677906,1,1,True,False,8
Ngwaketse West,Ditlhako,16,2022,-24.614211868943237,25.2709461148883,1,1,True,False,16
Ngwaketse West,Sekgwasentsho,15,2022,-24.73108167207039,25.18257864452708,1,1,True,False,15
Ngwaketse West,Kenna,29,2022,-24.929303234170664,25.378896047406926,1,1,True,False,29
Ngwaketse West,Makalamabedi,21,2022,-24.59218944905412,25.455833071091632,1,1,True,False,21
Ngwaketse West,Bokspan,3,2022,-24.597496154495218,25.330384053627142,1,1,True,False,3
Ngwaketse West,Lwale,2,2022,-24.78892868147479,25.32636094023985,1,1,True,False,2
Ngwaketse West,Nankhwane,1,2022,-24.924901002249374,25.549380038173272,1,1,True,False,1
Ngwaketse West,Nyetse,3,2022,-24.69365408516254,25.247120921308476,1,1,True,False,3
Ngwaketse West,Matimela Camp,4,2022,-24.60282274002072,25.44944251598688,1,1,True,False,4
Ngwaketse West,Khuthane,12,2022,-24.6717846227656,25.619317807734355,1,1,True,False,12
Ngwaketse West,K 18,8,2022,-24.730079027318986,25.197128890944754,1,1,True,False,8
Ngwaketse West,Mathathane,16,2022,-24.735124128261152,25.44763901784814,1,1,True,False,16
Ngwaketse West,Madikane,11,2022,-24.59661589298416,25.65393403095981,1,1,True,False,11
Ngwaketse West,K18 Cattle Post,9,2022,-24.93801275806984,25.39097961385905,1,1,True,False,9
Ngwaketse West,Bothobelo,4,2022,-24.909171821800104,25.67212301143344,1,1,True,False,4
Ngwaketse West,Mmamotswai,7,2022,-24.652121887293713,25.25279867313593,1,1,True,False,7
Ngwaketse West,Makhaneng,39,2022,-24.91084822275991,25.41267277123522,1,1,True,False,39
Ngwaketse West,Dikabane,21,2022,-24.820977336144914,25.253421012784173,1,1,True,False,21
Ngwaketse West,Mabate,16,2022,-24.859387263703933,25.060176819115483,1,1,True,False,16
Ngwaketse West,Nokayakgokong,14,2022,-24.873745926482144,25.684957301257434,1,1,True,False,14
Ngwaketse West,Natsalamane,16,2022,-24.95589664485167,25.208790651502657,1,1,True,False,16
Ngwaketse West,Masitaoka/Mmatsalamme,11,2022,-24.751945205745574,25.66973620554068,1,1,True,False,11
Ngwaketse West,Kgaphetse,24,2022,-24.81420710647816,25.468472877789633,1,1,True,False,24
Ngwaketse West,Seokangwane,1,2022,-24.757477084148228,25.62624230051017,1,1,True,False,1
Ngwaketse West,Mathiba,14,2022,-24.850705572540775,25.66602669378029,1,1,True,False,14
Ngwaketse West,Nakatsakgama,10,2022,-24.61037187309264,25.414895818898316,1,1,True,False,10
Ngwaketse West,Mmaditaolana,13,2022,-24.742476060117813,25.686455913592763,1,1,True,False,13
Ngwaketse West,Kakwala/Boikhutso,20,2022,-24.602921279616538,25.540344254911265,1,1,True,False,20
Ngwaketse West,Tsengwa,3,2022,-24.833538453351032,25.387218878646312,1,1,True,False,3
Ngwaketse West,Chesu,10,2022,-24.96473811634756,25.46967419641864,1,1,True,False,10
Ngwaketse West,Tetesi,6,2022,-24.670816439559502,25.179998160743253,1,1,True,False,6
Ngwaketse West,Khunwane,13,2022,-24.65341706535489,25.06477544475315,1,1,True,False,13
Ngwaketse West,Seolo,14,2022,-24.943452151575165,25.219310223247543,1,1,True,False,14
Ngwaketse West,Kadoe,4,2022,-24.729638933455057,25.33135289749982,1,1,True,False,4
Ngwaketse West,Monnye,15,2022,-24.716188060444157,25.201240203249714,1,1,True,False,15
Ngwaketse West,Gwakge,8,2022,-24.910613988753347,25.381069941084498,1,1,True,False,8
Ngwaketse West,Seribamo,6,2022,-24.75712454076677,25.471561171960577,1,1,True,False,6
Ngwaketse West,Mosiadira,4,2022,-24.873838684739606,25.47020904184029,1,1,True,False,4
Ngwaketse West,Mantshane,9,2022,-24.959394476250278,25.619847799092398,1,1,True,False,9
Ngwaketse West,Khonkhwa Cattle Post,12,2022,-24.638500841201466,25.6654710436978,1,1,True,False,12
Ngwaketse West,Mamolejwane,12,2022,-24.780076561383176,25.61791771274086,1,1,True,False,12
Ngwaketse West,Mokgachodi,8,2022,-24.670652858642573,25.447811456536858,1,1,True,False,8
Ngwaketse West,Mosesane,1,2022,-24.69284144686538,25.187224969576757,1,1,True,False,1
Ngwaketse West,Seokopi,30,2022,-24.59065911832452,25.65109141029996,1,1,True,False,30
Ngwaketse West,Losabanyane/Kwau,3,2022,-24.80035429754681,25.16779231455442,1,1,True,False,3
Ngwaketse West,Oke,7,2022,-24.804279460159595,25.15305735525117,1,1,True,False,7
Ngwaketse West,Mashiantja,7,2022,-24.859290552951386,25.25752940421887,1,1,True,False,7
Ngwaketse West,Ngwankhubu,16,2022,-24.729722703733128,25.41852806023625,1,1,True,False,16
Ngwaketse West,Zerozero,45,2022,-24.78218300351548,25.48635616866426,1,1,True,False,45
Ngwaketse West,Kgame,18,2022,-24.69062731091575,25.066196595027066,1,1,True,False,18
Ngwaketse West,Lekopa/Pampiri,7,2022,-24.831083718967477,25.54706774072464,1,1,True,False,7
Ngwaketse West,Mboro,1,2022,-24.916231923785453,25.167892392700647,1,1,True,False,1
Ngwaketse West,Bosekelo,25,2022,-24.640189580077195,25.244271232449606,1,1,True,False,25
Ngwaketse West,Thari,29,2022,-24.653164983951772,25.260369998221016,1,1,True,False,29
Ngwaketse West,Sotoma,2,2022,-24.83316331139786,25.266884033459515,1,1,True,False,2
Ngwaketse West,Lehiwa,22,2022,-24.70511987065181,25.535966272680543,1,1,True,False,22
Ngwaketse West,Matshaolane/Modipane,14,2022,-24.7798095202099,25.083584306285076,1,1,True,False,14
Ngwaketse West,Ditshwane,13,2022,-24.67847353025469,25.18141076241891,1,1,True,False,13
Ngwaketse West,Makhwekhwene,43,2022,-24.818398034920243,25.071872600379432,1,1,True,False,43
Ngwaketse West,Selalong 1,7,2022,-24.763495674980653,25.547242037973838,1,1,True,False,7
Ngwaketse West,Lokhasi,23,2022,-24.943786943246497,25.67641441103205,1,1,True,False,23
Ngwaketse West,Bohelabatho,1,2022,-24.89960531556715,25.472569168312727,1,1,True,False,1
Ngwaketse West,Seatlhodi,14,2022,-24.670627764405516,25.42892459863192,1,1,True,False,14
Ngwaketse West,Majwana,16,2022,-24.821630475397495,25.62884093177325,1,1,True,False,16
Ngwaketse West,Malote,3,2022,-24.95235609154054,25.218156126073193,1,1,True,False,3
Ngwaketse West,Ratlhadia,41,2022,-24.90234981194774,25.09963029501844,1,1,True,False,41
Ngwaketse West,Khesekwa 1,1,2022,-24.81029865372952,25.37851319588539,1,1,True,False,1
Ngwaketse West,Khesekwa 2,2,2022,-24.694720462286647,25.221548388740143,1,1,True,False,2
Ngwaketse West,Tlhareseleele,1,2022,-24.82845255099538,25.341483532290727,1,1,True,False,1
Ngwaketse West,Champane,15,2022,-24.684430001529275,25.34476482164405,1,1,True,False,15
Ngwaketse West,Tsanayana,26,2022,-24.641840295322996,25.258323276955892,1,1,True,False,26
Ngwaketse West,Molehele,14,2022,-24.83688501500113,25.363644732794402,1,1,True,False,14
Ngwaketse West,Thotayamonnaalela,12,2022,-24.66360589035635,25.296882064312346,1,1,True,False,12
Ngwaketse West,Dikabana,4,2022,-24.917727640892554,25.128931067680487,1,1,True,False,4
Ngwaketse West,Matlopi Lands,9,2022,-24.808908050887013,25.602845525525243,1,1,True,False,9
Ngwaketse West,Masuputso Lands,2,2022,-24.92878995175982,25.4988073269183,1,1,True,False,2
Ngwaketse West,Motlhaba,3,2022,-24.945782244323933,25.08381351001828,1,1,True,False,3
Ngwaketse West,Botshabelo,1,2022,-24.941254658981947,25.1306458936477,1,1,True,False,1
Ngwaketse West,Matlamma,5,2022,-24.926077174645613,25.11852745735737,1,1,True,False,5
Ngwaketse West,Kangane,6,2022,-24.650267566028372,25.096663083281715,1,1,True,False,6
Ngwaketse West,Thebeiyoo,1,2022,-24.760462835064786,25.09497360932985,1,1,True,False,1
Ngwaketse West,Modimonthusa,7,2022,-24.608135383764356,25.15663212029828,1,1,True,False,7
Ngwaketse West,Kolonkwaneng / Tsebeyatlou,1,2022,-24.762604802309365,25.59098845851652,1,1,True,False,1
Ngwaketse West,Hatokwe Lands,3,2022,-24.728377897515312,25.578641035448968,1,1,True,False,3
Ngwaketse West,Molatswana,3,2022,-24.89599288075039,25.550289901412754,1,1,True,False,3
Ngwaketse West,Mogobewamokala,3,2022,-24.761631050456533,25.444372827789532,1,1,True,False,3
Ngwaketse West,Kanaku Lands,57,2022,-24.820220412890627,25.51277942818337,1,1,True,False,57
Ngwaketse West,Dikantsi,45,2022,-24.61415467957428,25.522203847150916,1,1,True,False,45
Ngwaketse West,Thothome,2,2022,-24.613216714703647,25.617048604603905,1,1,True,False,2
Ngwaketse West,Makgakge,38,2022,-24.89070490052788,25.518344085151327,1,1,True,False,38
Ngwaketse West,Mhakue,4,2022,-24.731615462680505,25.52093245039528,1,1,True,False,4
Ngwaketse West,Bathubapeudi,15,2022,-24.724806782374596,25.563453890376312,1,1,True,False,15
Ngwaketse West,Marang/Khudu,22,2022,-24.75334738888906,25.407680609665565,1,1,True,False,22
Ngwaketse West,Boalatsobe /Moruele Lands,43,2022,-24.918690163238686,25.191793059524272,1,1,True,False,43
Ngwaketse West,Meswane,12,2022,-24.718830247925606,25.110999324405157,1,1,True,False,12
Ngwaketse West,Thotshane,4,2022,-24.664092738462973,25.321337619290862,1,1,True,False,4
Ngwaketse West,Marang,8,2022,-24.835342003358605,25.115491050584257,1,1,True,False,8
Ngwaketse West,Maruele,8,2022,-24.771452380925837,25.164298406689742,1,1,True,False,8
Ngwaketse West,Madiaela,9,2022,-24.921709371939382,25.072828885476362,1,1,True,False,9
Ngwaketse West,Tsotzwe,29,2022,-24.61443639675914,25.24661131827925,1,1,True,False,29
Ngwaketse West,Tapaleikadile,2,2022,-24.924271396316726,25.66778427070026,1,1,True,False,2
Ngwaketse West,Khudutlou,9,2022,-24.88697756686615,25.296114531426653,1,1,True,False,9
Ngwaketse West,Lomao,3,2022,-24.852980698468084,25.209314161396193,1,1,True,False,3
Ngwaketse West,Dikgate,30,2022,-24.65401647853232,25.311531872618247,1,1,True,False,30
Ngwaketse West,Makajane,3,2022,-24.701231909387893,25.247323277568203,1,1,True,False,3
Ngwaketse West,Nakalatlou,5,2022,-24.962955326281545,25.48157983277923,1,1,True,False,5
Ngwaketse West,Matsaolwane,11,2022,-24.896340924148905,25.456798313017963,1,1,True,False,11
Ngwaketse West,Maditirana,18,2022,-24.68255645736967,25.075031548520982,1,1,True,False,18
Ngwaketse West,Mosheshene,55,2022,-24.813227977524555,25.379364136249176,1,1,True,False,55
Ngwaketse West,Lesari,30,2022,-24.95571116235652,25.080600798006568,1,1,True,False,30
Ngwaketse West,Lerumo,9,2022,-24.601898811306047,25.483772150280494,1,1,True,False,9
Ngwaketse West,Gakhaiwa,3,2022,-24.908539099755092,25.64628550799839,1,1,True,False,3
Ngwaketse West,Ranyane,1,2022,-24.772993748310814,25.628477267998345,1,1,True,False,1
Ngwaketse West,Mmataloke,3,2022,-24.871907866668845,25.18719224462812,1,1,True,False,3
Ngwaketse West,Tladitapane,9,2022,-24.68734155103121,25.524822180628984,1,1,True,False,9
Ngwaketse West,Mokgethwe,4,2022,-24.672529261759678,25.55652739938196,1,1,True,False,4
Ngwaketse West,Machaanyane,32,2022,-24.815723591782795,25.601362677229577,1,1,True,False,32
Ngwaketse West,Mosadimogolo,16,2022,-24.717157105730323,25.22107675938342,1,1,True,False,16
Ngwaketse West,Sekgakgarua,27,2022,-24.622592173226092,25.341328361165445,1,1,True,False,27
Ngwaketse West,Dira,4,2022,-24.658159853028607,25.197122643031356,1,1,True,False,4
Ngwaketse West,Serotswana,9,2022,-24.809053622973657,25.073124078407883,1,1,True,False,9
Ngwaketse West,Molemane,15,2022,-24.79902513829583,25.47223304855302,1,1,True,False,15
Ngwaketse West,Tshaane,2,2022,-24.630966863400673,25.329147500494624,1,1,True,False,2
Ngwaketse West,Nhane,28,2022,-24.952632523688735,25.213856871900937,1,1,True,False,28
Ngwaketse West,Khwekhwe,8,2022,-24.956994783157693,25.590507127309365,1,1,True,False,8
Ngwaketse West,Ukwi Cattle Post,7,2022,-24.88795171331137,25.369527934586603,1,1,True,False,7
Ngwaketse West,Matlhono,39,2022,-24.65332545627062,25.683290683323403,1,1,True,False,39
Ngwaketse West,Lokaleng,28,2022,-24.907791906474653,25.556710921873147,1,1,True,False,28
Ngwaketse West,Masime,5,2022,-24.857960990761857,25.604408432928345,1,1,True,False,5
Ngwaketse West,Mhogole,11,2022,-24.72824305997369,25.544118598030963,1,1,True,False,11
Ngwaketse West,Mokoka,19,2022,-24.896083871393262,25.124444847558937,1,1,True,False,19
Ngwaketse West,Madige,17,2022,-24.85123074835466,25.098729015959037,1,1,True,False,17
Ngwaketse West,Mhunotwane,5,2022,-24.789427423627334,25.633250513165247,1,1,True,False,5
Ngwaketse West,Molatelele,12,2022,-24.87953226126725,25.144738050205685,1,1,True,False,12
Ngwaketse West,Tsele,15,2022,-24.591146453588816,25.303845698257785,1,1,True,False,15
Ngwaketse West,Ukhwi Cattle Post 2,37,2022,-24.903930875636373,25.44135736299851,1,1,True,False,37
Ngwaketse West,Monganyane,4,2022,-24.6449054314457,25.191082225198574,1,1,True,False,4
Ngwaketse West,Nhane 2,2,2022,-24.788224871778567,25.199499938903976,1,1,True,False,2
Ngwaketse West,Gadikao,8,2022,-24.916881311415338,25.351016150928924,1,1,True,False,8
Ngwaketse West,Molebalo,28,2022,-24.92089504015173,25.2847731642511,1,1,True,False,28
Ngwaketse West,Tale,10,2022,-24.776831292723003,25.483276898330057,1,1,True,False,10
Ngwaketse West,Ditshotlho,5,2022,-24.83221247594158,25.10504681265772,1,1,True,False,5
Ngwaketse West,Mokhomma Cattle Post,5,2022,-24.877082329703285,25.36517531647169,1,1,True,False,5
Ngwaketse West,Mmananogane,2,2022,-24.603777002642897,25.16741472737853,1,1,True,False,2
Ngwaketse West,Bodumatau,193,2022,-24.790760483023767,25.43935396635978,1,1,True,False,193
Ngwaketse West,Kaduwe,351,2022,-24.61514489813056,25.130914312418405,1,1,True,False,351
Ngwaketse West,Dinonyane,25,2022,-24.903721951360676,25.182111289256095,1,1,True,False,25
Ngwaketse West,Serotasapoo,12,2022,-24.896376950444907,25.56333303907967,1,1,True,False,12
Ngwaketse West,Honye,24,2022,-24.740710023708978,25.205713825339785,1,1,True,False,24
Ngwaketse West,Sekwele,9,2022,-24.863773062279108,25.521313529817622,1,1,True,False,9
Ngwaketse West,Mosadihela,9,2022,-24.89582161819647,25.22954310231633,1,1,True,False,9
Ngwaketse West,Mosetlha Stop,8,2022,-24.929875499746622,25.205626115621097,1,1,True,False,8
Ngwaketse West,Lopapa,31,2022,-24.93682370322104,25.245950117333138,1,1,True,False,31
Ngwaketse West,Mokunukwane,6,2022,-24.681418011152576,25.61177860298884,1,1,True,False,6
Ngwaketse West,Lotlharapa,13,2022,-24.859136765938036,25.307580532578847,1,1,True,False,13
Ngwaketse West,Lekwadibane,32,2022,-24.596426841912272,25.2111175463174,1,1,True,False,32
Ngwaketse West,Lophalaphala,1,2022,-24.896507102421833,25.395283340734302,1,1,True,False,1
Ngwaketse West,Mokopi,6,2022,-24.8318628989063,25.300333947427436,1,1,True,False,6
Ngwaketse West,Moleleme,11,2022,-24.824142229514166,25.55472368280266,1,1,True,False,11
Ngwaketse West,Malokokwane,19,2022,-24.776885348550127,25.68064209014265,1,1,True,False,19
